Fruit,City,Market_Type,Quality,Season,Supply_Level,Demand_Level,Transport_Cost,Price_per_kg
Mango,Ahmedabad,Retail,Good,Winter,1.5740069419696676,1.0966557191098274,23.566336950868852,89.98
Pomegranate,Hyderabad,Mandi,Good,Spring,1.7783966402808786,0.9632475312809659,12.339346970889725,75.0
Grapes,Chennai,Retail,Premium,Spring,1.6530949737707776,1.1876692971421883,9.361607199195024,122.08
Mango,Kolkata,Wholesale,Premium,Summer,0.5902910604519378,1.4379011637959516,22.776536944757016,167.18
Orange,Jaipur,Retail,Good,Spring,1.6149965439734344,0.7240822330495923,16.854510994478773,59.81
Watermelon,Chennai,Mandi,Average,Monsoon,1.8309099824638384,1.0265312007197742,7.748682675036262,21.28
Pomegranate,Ahmedabad,Wholesale,Premium,Monsoon,0.6116217898039102,1.2945309376755836,7.086669781688273,352.24
Mango,Ahmedabad,Retail,Average,Monsoon,1.607235466977931,1.4155229780835217,18.792065724059242,79.32
Pineapple,Kolkata,Mandi,Good,Spring,0.80902116989958,0.8135745385581636,8.24565739067567,60.51
Watermelon,Chennai,Wholesale,Good,Spring,0.5849578851360078,0.8055578629632061,23.163451626735732,52.32
Banana,Lucknow,Wholesale,Premium,Winter,0.6597456305675429,1.471288762197057,24.587354674495373,105.81
Orange,Hyderabad,Retail,Good,Summer,0.5709335496274014,1.1958062405795378,18.14063531011884,168.1
Apple,Delhi,Mandi,Premium,Winter,1.3576510070315704,1.251654653162655,12.731359379263317,166.37
Watermelon,Delhi,Retail,Good,Spring,1.6947426090866649,1.0652037807048118,8.61219225014115,31.61
Grapes,Ahmedabad,Retail,Premium,Winter,1.451501705488874,0.8474655140913889,10.69703472328116,116.12
Orange,Ahmedabad,Mandi,Good,Winter,0.6382960523567615,1.4157009511874987,7.0029827662494215,133.31
Mango,Hyderabad,Wholesale,Good,Winter,1.4392754331182425,1.3360301886665005,22.78280988180165,83.33
Pineapple,Chennai,Retail,Premium,Summer,0.5541651679732893,1.4933791217409857,24.59039521481703,191.93
Papaya,Bangalore,Retail,Premium,Summer,1.4697126516433587,1.3127200624710382,19.769949583036105,78.82
Pineapple,Hyderabad,Wholesale,Average,Monsoon,0.5661010918884134,0.8753750855477243,23.032278867696128,64.71
Banana,Lucknow,Wholesale,Premium,Spring,1.33594664054793,1.0415930661906974,22.109966562164413,56.26
Orange,Ahmedabad,Retail,Premium,Winter,0.6751545360680193,0.9929023973356704,10.477623470994338,135.28
Watermelon,Chennai,Mandi,Average,Summer,1.2985309642079093,1.4623250157324534,22.610655551801315,45.14
Pomegranate,Delhi,Mandi,Good,Spring,1.85461235053807,1.2014316326772763,24.53106011191327,140.76
Orange,Jaipur,Wholesale,Good,Winter,1.9673756510549758,1.3299408931136956,17.315934849872082,51.01
Banana,Delhi,Wholesale,Average,Spring,1.7490648005074383,1.4144888985819986,23.993153714194772,51.81
Apple,Pune,Mandi,Average,Summer,0.6633402623400909,0.9949371068010573,16.007237708802258,141.8
Banana,Bangalore,Wholesale,Premium,Monsoon,1.053131256171359,0.8977685089064038,24.282634658108787,64.24
Pomegranate,Kolkata,Wholesale,Premium,Summer,0.9047704369532801,1.401557937551733,6.967090113802909,266.93
Guava,Ahmedabad,Mandi,Average,Monsoon,0.9530790547519945,0.9109849264322949,24.086148182819397,63.05
Pineapple,Mumbai,Mandi,Good,Spring,1.2553039036325542,0.8771374294162025,12.561395673403041,48.8
Grapes,Bangalore,Wholesale,Average,Summer,0.7181113745837584,0.7477988842588208,15.692155749822573,78.44
Apple,Kolkata,Retail,Good,Summer,1.6681439125204973,0.9195881392036206,6.957992746986481,94.42
Apple,Lucknow,Retail,Average,Monsoon,1.994512528075055,1.1849172133832004,20.66220101719896,96.98
Mango,Ahmedabad,Wholesale,Average,Winter,1.2076840716811936,1.1865510467427132,15.371399623247164,69.55
Pomegranate,Chennai,Retail,Average,Monsoon,1.605511277092527,1.2930094397595626,21.84135529975019,127.62
Mango,Hyderabad,Wholesale,Good,Summer,0.6364632691038716,0.9658201065018875,24.596040518271728,92.17
Orange,Chennai,Wholesale,Average,Winter,0.6305175887110139,1.3339976260453053,9.440090292887987,96.82
Pineapple,Kolkata,Mandi,Premium,Summer,0.9994787340461895,1.4468039720882477,24.72104778346854,113.1
Mango,Pune,Retail,Good,Summer,1.3530701142861952,1.121974712051138,14.551707830801986,82.22
Grapes,Delhi,Retail,Good,Winter,1.6719322121948679,1.1100058480688284,18.143538716899336,103.63
Papaya,Ahmedabad,Retail,Good,Winter,0.5681429243870337,1.331118989602967,15.924681279067762,115.66
Banana,Delhi,Retail,Average,Monsoon,0.5688727044044084,0.8733612532379985,13.160068506593971,88.92
Mango,Pune,Retail,Average,Monsoon,0.939184722166867,0.8736184431316059,12.982015144504786,83.13
Orange,Kolkata,Retail,Good,Summer,0.6797512741829533,0.8879708587354339,20.66991181962699,113.8
Papaya,Pune,Mandi,Premium,Winter,0.6647099359219482,1.0469015419667842,13.615693042453877,78.46
Mango,Kolkata,Mandi,Average,Spring,1.4351321028843076,1.4979633337074136,24.737433226977082,92.66
Pineapple,Pune,Mandi,Average,Winter,0.8653214102868427,0.9708096765135368,21.705995096993856,63.05
Grapes,Pune,Wholesale,Good,Summer,1.4982904481545116,1.100140239282171,15.43385260380515,85.89
Mango,Delhi,Wholesale,Good,Winter,1.850649841162115,1.2080099499944636,22.83085747847892,79.05
Papaya,Chennai,Wholesale,Premium,Monsoon,1.9030535242033932,1.227348377844658,22.505551255917815,46.84
Pomegranate,Mumbai,Mandi,Premium,Spring,1.1122187175762015,1.3448734857247457,17.238583238304564,277.5
Pineapple,Chennai,Mandi,Premium,Summer,0.8617030310768024,1.2932986180001724,24.46708225585979,111.22
Guava,Bangalore,Mandi,Average,Winter,1.0278425173763073,1.1439187652584488,6.912125682784156,55.14
Banana,Pune,Mandi,Average,Winter,1.2065379195751476,1.3633534006027157,6.614686904958626,40.48
Pomegranate,Delhi,Wholesale,Average,Summer,1.2134205668775242,1.1082312261380203,19.139964099214716,134.46
Pineapple,Mumbai,Wholesale,Average,Monsoon,1.4174635007539584,1.2411940907386882,5.116414202018051,43.86
Apple,Kolkata,Wholesale,Premium,Winter,0.502133727113193,0.9614974120850464,11.798909294507077,235.16
Apple,Ahmedabad,Retail,Good,Winter,1.1464996837286445,1.0351695396226581,13.805337649279943,139.35
Papaya,Lucknow,Retail,Premium,Spring,0.8736262785999234,1.1218350230876433,8.908832413480862,76.9
Watermelon,Pune,Mandi,Average,Monsoon,0.7701190642451171,1.3482678941844541,24.860793410667693,58.41
Apple,Lucknow,Mandi,Premium,Winter,1.5382533962636589,1.4784933488075058,5.577880847126339,131.58
Pomegranate,Kolkata,Mandi,Premium,Winter,1.1174143675780575,1.1955589636186426,15.096494498609683,191.43
Papaya,Hyderabad,Retail,Good,Winter,0.7035089404534822,0.90018425876226,12.2417603607375,60.85
Pomegranate,Bangalore,Retail,Average,Winter,1.9293832153331585,1.274593876202828,19.928816660441832,157.31
Guava,Lucknow,Mandi,Good,Summer,1.1247663170631905,1.0683715699029046,18.196343429131883,66.8
Orange,Ahmedabad,Wholesale,Average,Spring,0.8330072528787159,1.2723259638611966,8.593145912052847,65.45
Banana,Lucknow,Wholesale,Premium,Winter,1.0602672361319434,1.0697873382787568,8.91726009651032,49.33
Banana,Lucknow,Mandi,Premium,Winter,0.659770451123658,1.0939834291022528,5.322128923146819,97.57
Papaya,Ahmedabad,Mandi,Average,Summer,1.6878145343446467,1.0741435875755339,22.03795476891536,39.66
Orange,Bangalore,Mandi,Average,Winter,0.7502305038740109,1.3101854667351072,9.383027448879703,112.16
Papaya,Ahmedabad,Mandi,Good,Winter,1.4847659734210448,0.7924192098461955,14.520360757682147,33.94
Pineapple,Ahmedabad,Wholesale,Average,Monsoon,1.7373524115907002,0.7607985952131274,16.227100566870806,29.88
Pineapple,Mumbai,Retail,Good,Monsoon,1.7311508317096975,1.2636159149021147,13.805674272799646,62.7
Papaya,Delhi,Wholesale,Good,Spring,0.8570685152904728,1.4965822843669345,20.665006807768126,73.6
Pineapple,Pune,Mandi,Average,Summer,1.5106662252799956,1.165158910234156,10.825935159561702,38.35
Banana,Bangalore,Mandi,Premium,Monsoon,1.470670628664507,0.9801624322236865,24.222920482657795,66.02
Mango,Hyderabad,Mandi,Premium,Monsoon,1.8137343126935437,0.8092211203290376,16.747786648789027,65.59
Apple,Pune,Mandi,Premium,Monsoon,0.8401848205731033,1.0920374138425255,12.27786910670714,202.78
Pineapple,Lucknow,Wholesale,Good,Summer,0.7519729942113307,1.1616570778106337,9.52155014644475,67.91
Banana,Pune,Wholesale,Good,Summer,1.988599864006105,0.9901695206946268,18.066607584870784,28.69
Apple,Hyderabad,Retail,Premium,Spring,0.9638256387555085,1.3961867823023364,15.791004371542494,258.06
Pineapple,Lucknow,Wholesale,Premium,Monsoon,1.0505970359000623,0.748248307219519,6.504965659935571,38.95
Apple,Bangalore,Wholesale,Premium,Spring,1.654860549517494,1.172393227058758,23.371902622018144,141.14
Papaya,Lucknow,Retail,Good,Spring,0.9338063248157535,1.4974236193674877,7.817927398199547,76.99
Guava,Bangalore,Retail,Average,Monsoon,1.6193687778902932,0.9723524529146081,10.6830618571445,50.63
Pineapple,Mumbai,Retail,Premium,Summer,1.8878926989986125,0.7992411587785067,17.62365711156672,52.58
Watermelon,Pune,Mandi,Average,Monsoon,1.4369735885273858,1.3836574455167836,9.646401203534307,32.27
Guava,Hyderabad,Mandi,Average,Summer,0.9226799306310184,1.1721110284497909,22.712405285094906,68.28
Papaya,Chennai,Retail,Good,Winter,1.7170194523665545,1.4471425435642393,23.242312638456344,51.19
Guava,Jaipur,Retail,Good,Spring,1.471349548643388,0.9113362253148145,9.247384562653133,50.82
Pineapple,Lucknow,Mandi,Premium,Monsoon,1.3981746784658804,1.1689376481062377,17.837796184496767,69.29
Apple,Hyderabad,Wholesale,Premium,Spring,1.2185842330567398,1.3115331317524759,12.18635352367139,146.51
Pomegranate,Hyderabad,Wholesale,Average,Winter,1.4869402758249706,1.3422258640340554,24.170182571069677,120.51
Watermelon,Mumbai,Mandi,Good,Summer,1.8942367880663267,1.2475325086517737,17.428672690512773,37.92
Apple,Delhi,Wholesale,Average,Winter,1.3369172955634547,0.7145342567417335,13.747014099264556,60.0
Pomegranate,Jaipur,Wholesale,Good,Monsoon,1.4871942072308184,0.9672954157187506,12.523925439234784,100.34
Watermelon,Mumbai,Retail,Premium,Winter,1.8796550022455891,1.1513682962407505,12.463473836619116,41.93
Pomegranate,Hyderabad,Wholesale,Premium,Winter,1.3718740919122623,1.199575048406371,19.622742488012392,151.9
Banana,Bangalore,Retail,Premium,Summer,0.8665933646055148,1.190922115773472,12.328231874324851,108.65
Pineapple,Lucknow,Wholesale,Average,Summer,1.1397197532744734,1.2181406552780392,10.956095593314148,48.45
Guava,Jaipur,Retail,Premium,Spring,1.854132006249378,0.8096375446177311,14.648938357908289,45.66
Guava,Chennai,Retail,Average,Spring,1.450597730423631,0.7205855721629998,24.78450425295968,45.38
Orange,Pune,Wholesale,Premium,Spring,0.7019395002557244,1.3199824081090565,15.08249831075725,127.52
Mango,Mumbai,Wholesale,Premium,Spring,1.642402353876502,1.0512320088670903,24.03136840070494,88.93
Banana,Delhi,Mandi,Premium,Spring,1.5105173443330948,1.345028779553448,18.373590854691546,77.46
Guava,Hyderabad,Mandi,Average,Summer,0.7024804830612619,0.7897968060359167,22.1433832861905,65.1
Pineapple,Pune,Wholesale,Premium,Monsoon,0.7931530375869024,1.2081968747631917,5.862010689166624,77.38
Orange,Bangalore,Retail,Premium,Summer,1.3189582870775385,1.2157021439550282,19.72542869960643,118.02
Pomegranate,Lucknow,Retail,Premium,Winter,0.731259731078616,1.1285132583801833,13.740799840105106,363.14
Papaya,Chennai,Retail,Average,Spring,1.5514904309825415,1.2150354930630618,9.986301369469723,39.49
Pineapple,Chennai,Retail,Average,Monsoon,1.0798089382075216,0.8734889062368012,23.512291680196615,51.08
Pomegranate,Hyderabad,Mandi,Premium,Monsoon,0.6422595385252432,1.4804960925726913,13.517937282711339,460.5
Grapes,Hyderabad,Retail,Good,Spring,1.6152262640949782,1.13951286637864,20.583625738639405,96.05
Banana,Jaipur,Mandi,Good,Summer,1.4841994163666117,1.079258768571501,12.57844912064588,39.16
Grapes,Pune,Wholesale,Average,Monsoon,1.0176660709831102,0.7374001482569511,11.873623772011603,56.32
Grapes,Lucknow,Retail,Premium,Monsoon,1.0464880291200456,1.0572519037750563,7.248754892279452,180.48
Guava,Pune,Mandi,Average,Monsoon,1.3537688720719163,1.0762589032029761,9.626934631754096,42.46
Orange,Pune,Mandi,Good,Summer,0.6366983771289498,1.1751874270500022,23.383438013926042,139.71
Mango,Mumbai,Mandi,Good,Summer,1.0129617141979534,1.3137666507403765,7.782257345078058,106.57
Mango,Kolkata,Mandi,Good,Summer,1.5080115491041903,1.1374863940834279,19.502083384285392,72.07
Grapes,Chennai,Mandi,Good,Winter,0.9438405013188308,0.9777955693298273,14.797666769976402,115.17
Grapes,Bangalore,Mandi,Average,Monsoon,1.6136702882265668,1.0272443050501003,7.170343744278163,75.62
Pomegranate,Pune,Mandi,Average,Winter,0.7295800832767884,0.8404767044996336,19.62748963719121,160.21
Grapes,Delhi,Retail,Average,Winter,1.2203695595981972,0.9016479521018672,16.860704350319406,100.8
Apple,Bangalore,Mandi,Good,Spring,0.5065052357223543,0.9116311503106175,23.918106567492075,273.45
Mango,Ahmedabad,Mandi,Premium,Monsoon,1.3150308069444445,0.9200001960407126,19.525100446784393,90.07
Papaya,Bangalore,Wholesale,Good,Monsoon,1.2585007449112715,1.3540061483244652,15.933366049971509,53.19
Pomegranate,Jaipur,Mandi,Average,Spring,1.102859636109246,1.0988477204139098,16.614137400140834,140.47
Papaya,Kolkata,Wholesale,Premium,Spring,0.6771256615529906,0.7742588542091128,8.161910742371095,47.27
Pineapple,Lucknow,Retail,Good,Winter,0.5620457012289607,0.8390940128432128,10.18330704738652,91.37
Papaya,Jaipur,Mandi,Average,Winter,1.4781275760375672,1.001471480409514,20.645895291515906,40.16
Banana,Kolkata,Wholesale,Good,Spring,0.6013530846296915,1.123800057214758,20.006814985177016,84.24
Guava,Jaipur,Mandi,Average,Winter,0.8773015585870674,1.2736104910168864,13.155813654964685,74.54
Apple,Lucknow,Wholesale,Good,Summer,0.5981637534875808,1.1205956840948352,7.592380396898253,167.66
Pineapple,Mumbai,Mandi,Average,Summer,1.4579944281011032,1.107885418116015,8.490742771900434,41.72
Apple,Jaipur,Retail,Good,Summer,1.0808072268081768,0.7805676641515841,12.867492832977847,128.69
Pineapple,Lucknow,Mandi,Average,Monsoon,1.0423106232476351,1.2644717307033426,15.242933620952988,63.11
Watermelon,Kolkata,Wholesale,Average,Spring,1.1066776059413908,1.3363845020645306,9.467180198090219,30.1
Banana,Delhi,Retail,Premium,Winter,0.9233539133522146,0.9598987154520997,6.647052512838201,78.35
Pomegranate,Delhi,Retail,Average,Monsoon,0.5044504393994509,0.8750971435081245,23.448831877838682,301.13
Pomegranate,Mumbai,Wholesale,Good,Winter,1.3882957499379338,1.4635996317845863,18.57435349580318,158.34
Papaya,Ahmedabad,Retail,Premium,Spring,1.6199107733191593,0.9060319768256857,8.635646948742748,38.13
Mango,Mumbai,Wholesale,Good,Monsoon,0.5983559905309592,0.9362602800542845,13.12837889515306,128.81
Grapes,Lucknow,Retail,Good,Winter,1.7006361431483743,1.3067578256321573,8.96757741428583,117.53
Watermelon,Pune,Retail,Good,Summer,0.7745244735337431,1.450489053318531,24.265149728009966,74.6
Banana,Delhi,Wholesale,Average,Monsoon,1.6186756177942825,0.8482573684409427,11.018384439984095,31.4
Pomegranate,Bangalore,Mandi,Premium,Monsoon,1.3188806770887067,0.9733264215897446,17.166888912589293,192.62
Banana,Ahmedabad,Wholesale,Premium,Winter,1.1502854714011814,1.0380804943575397,17.648185774850855,58.01
Guava,Bangalore,Wholesale,Average,Summer,1.6543273573908466,1.4852925058000657,7.781506760414267,45.64
Orange,Kolkata,Mandi,Good,Winter,1.929759225536373,0.8907632930123596,7.588651423747956,30.0
Pomegranate,Kolkata,Mandi,Premium,Monsoon,0.8296296782911794,1.2978744067548242,10.492327956692282,293.26
Orange,Bangalore,Retail,Premium,Spring,0.9685222376869576,1.1568422519075023,5.186607097213383,138.33
Papaya,Pune,Wholesale,Premium,Spring,1.557487825627063,1.3503168297463546,11.955698909981358,43.65
Apple,Hyderabad,Mandi,Average,Spring,0.7038659334647425,0.890610120053002,23.327461183903146,149.02
Orange,Jaipur,Wholesale,Average,Monsoon,0.9401492062618981,1.3490872126021913,11.427489732142291,60.43
Watermelon,Bangalore,Wholesale,Good,Monsoon,1.3097651539727764,1.006706808581884,13.15003962466035,30.44
Orange,Ahmedabad,Mandi,Average,Winter,1.9511811810759152,1.3231884015772322,10.963261043335477,39.85
Pomegranate,Jaipur,Retail,Good,Winter,1.6408772074642504,0.8016207177097123,18.91172696083207,97.32
Grapes,Lucknow,Retail,Premium,Spring,0.6042633760013657,1.4033581081917752,16.878023073222153,356.47
Banana,Delhi,Retail,Good,Summer,0.5848732384628768,1.3462351912695603,7.067321799087017,149.17
Pomegranate,Jaipur,Wholesale,Average,Summer,1.7766614818763042,0.7537985005596951,7.1200746426659745,75.0
Watermelon,Lucknow,Wholesale,Average,Winter,1.527682958225795,1.3549801100287717,10.326703487800966,26.08
Grapes,Chennai,Mandi,Premium,Spring,1.7842265024065096,1.493881646202015,18.959808808417655,120.36
Pineapple,Jaipur,Wholesale,Average,Spring,1.5388253552131967,1.1724423208273789,21.192890803942312,42.11
Grapes,Ahmedabad,Mandi,Premium,Spring,1.1762000483326407,0.7963023289675747,10.145882752442095,88.37
Pomegranate,Bangalore,Mandi,Good,Summer,1.4063128636904825,1.2860189978300176,24.82669268449692,189.97
Pineapple,Pune,Wholesale,Good,Monsoon,0.6379371915868344,0.7042222258198938,19.72014574399337,62.21
Grapes,Ahmedabad,Wholesale,Good,Summer,0.8299568729231203,1.1142419027015633,16.586616133406295,115.21
Guava,Mumbai,Mandi,Good,Spring,1.7327620907880417,1.3353287807765857,24.451519414120966,63.97
Pineapple,Pune,Wholesale,Average,Monsoon,1.1595093078171743,1.4258224800528776,22.194727718593427,51.78
Grapes,Ahmedabad,Mandi,Premium,Monsoon,1.5885253308458407,1.0831050817460481,20.026094024195878,114.59
Watermelon,Bangalore,Wholesale,Good,Winter,1.1182832924138415,0.8162725871691391,13.75578167274533,31.01
Pomegranate,Ahmedabad,Wholesale,Premium,Summer,1.2712980388929092,0.8745703081325897,14.8758335520213,130.77
Orange,Chennai,Mandi,Good,Summer,1.733956620533116,0.9896629367200238,13.647091807341518,49.06
Apple,Lucknow,Wholesale,Premium,Spring,1.7319654587806428,1.4813412215943607,10.027880228402013,115.41
Pomegranate,Chennai,Mandi,Good,Monsoon,1.0638744436001615,0.9418768706520781,21.498356855497217,135.95
Guava,Delhi,Retail,Average,Winter,1.6032595282285151,0.9211430279894265,20.067260457292676,58.18
Pineapple,Mumbai,Retail,Premium,Winter,0.7586958002778238,1.2807735580543618,6.217591487861034,147.06
Watermelon,Chennai,Retail,Average,Summer,1.6675966826175235,1.3885055696979165,5.1201532067655435,27.27
Guava,Jaipur,Retail,Good,Spring,1.4860126267681255,1.2117464525330672,23.2148858952253,70.79
Pineapple,Lucknow,Wholesale,Good,Summer,1.8695403640953394,0.7122714235346109,24.555846318997915,42.11
Pineapple,Mumbai,Wholesale,Premium,Monsoon,0.6829998434775315,1.368339178143895,23.328928727724875,129.07
Mango,Lucknow,Wholesale,Premium,Summer,1.2275125699899085,1.210333922329172,24.296589002062955,74.93
Papaya,Mumbai,Mandi,Average,Summer,0.809640258672776,1.39949553752178,7.269756799056582,61.98
Pomegranate,Pune,Retail,Premium,Winter,1.6720325903990894,1.0993419111037859,8.260256993334744,165.26
Mango,Chennai,Wholesale,Good,Monsoon,0.9986772997912012,0.8799368599223804,23.910573179596536,71.23
Orange,Delhi,Wholesale,Average,Monsoon,1.8172531568296115,0.7831331482176843,10.029982741124774,30.0
Papaya,Chennai,Retail,Average,Spring,1.8281743777931372,1.0370849677228606,16.27282702116738,32.84
Mango,Lucknow,Mandi,Premium,Monsoon,1.8996198553856287,0.8879155249025514,18.770581061379133,50.3
Pineapple,Delhi,Mandi,Premium,Winter,0.6535130482579967,0.8252611062872685,15.44503451481209,100.34
Guava,Hyderabad,Mandi,Premium,Winter,1.2387315581555862,1.1262768601494075,21.924649435772317,70.58
Orange,Kolkata,Retail,Average,Monsoon,1.5127995047569007,1.2095379152451433,11.602090267035408,62.16
Papaya,Kolkata,Mandi,Premium,Winter,1.0424905882641484,0.9359409171376728,17.02415931209515,62.34
Mango,Delhi,Mandi,Premium,Summer,0.868187417600674,0.9647378462668754,14.966919343827268,117.07
Watermelon,Pune,Retail,Average,Spring,0.8281988166292761,1.0387031352324416,17.428216816688142,48.58
Pomegranate,Kolkata,Retail,Good,Monsoon,1.8819859110558943,1.181866771051465,18.25304522449706,140.84
Banana,Mumbai,Retail,Good,Winter,1.5956854030892889,0.9479719055621945,15.70905765228103,49.17
Grapes,Jaipur,Wholesale,Good,Spring,0.7556570242141954,1.3032745266118897,13.312363727373084,145.56
Papaya,Kolkata,Mandi,Good,Monsoon,1.1176201628823619,0.8403510549072737,14.225069771395551,45.88
Banana,Ahmedabad,Mandi,Premium,Winter,1.9038746463330602,0.7728938994929577,6.7532243285311555,28.6
Orange,Bangalore,Wholesale,Premium,Monsoon,0.932995941969242,1.427438995532023,6.784500321084672,118.8
Apple,Hyderabad,Retail,Average,Spring,1.7455806734658568,1.0554631601886377,8.38350781898821,79.06
Pomegranate,Delhi,Retail,Good,Summer,1.5584988902118735,0.9141448050166519,5.9712978453390715,135.4
Mango,Hyderabad,Mandi,Premium,Monsoon,1.5283565755743425,0.8279176245534052,16.361841277994976,80.0
Mango,Lucknow,Wholesale,Average,Summer,0.8181870944889554,1.0026000030122542,24.669950217389058,69.13
Banana,Hyderabad,Retail,Good,Spring,1.3353151999138286,1.2866719803621463,14.066779974325936,67.17
Watermelon,Pune,Wholesale,Premium,Spring,1.7388435227143615,1.1464945424784576,6.947320815497666,25.23
Guava,Kolkata,Wholesale,Average,Spring,0.8137631258492313,1.4053652328014838,6.182002753539344,60.18
Grapes,Hyderabad,Retail,Average,Monsoon,1.6865903907133684,0.9400217132742016,21.293909288272,83.23
Apple,Mumbai,Wholesale,Good,Spring,1.1103650523635331,0.8899223445768366,16.43357230718552,103.35
Mango,Delhi,Wholesale,Premium,Spring,1.7284407544154317,1.408514199721116,17.480360423109797,100.37
Pomegranate,Kolkata,Retail,Premium,Monsoon,1.877027810854518,0.8012636319300985,7.2538233368749765,111.13
Banana,Pune,Wholesale,Premium,Winter,1.2658341481720319,0.9700529089751779,12.035439111026493,44.07
Pomegranate,Lucknow,Mandi,Good,Winter,0.9661372183746951,1.002235347928191,11.314075969808323,171.61
Apple,Ahmedabad,Wholesale,Average,Summer,1.829613039721967,1.4421555198014682,9.435477153110659,81.06
Guava,Bangalore,Retail,Premium,Spring,1.3404284329491587,0.9599935959807352,14.593267100711422,91.7
Mango,Kolkata,Wholesale,Good,Monsoon,1.782456189532685,0.8911711204869733,16.110790935811004,50.4
Mango,Bangalore,Mandi,Good,Monsoon,0.8737217085649123,0.83502201445749,16.189307429047624,110.3
Orange,Bangalore,Retail,Premium,Summer,1.0280917543480301,1.3498865109121183,8.498224478332745,144.14
Orange,Bangalore,Wholesale,Premium,Summer,0.872250352091245,1.4441222181150577,8.69659247306199,118.87
Pomegranate,Kolkata,Retail,Average,Summer,0.8323422761068143,0.7951886751997446,17.99102367982932,156.21
Pomegranate,Pune,Wholesale,Premium,Summer,0.848123155770357,0.8137639553255732,14.734069518525274,171.25
Banana,Bangalore,Mandi,Average,Summer,1.7368716844479124,1.0111824972420536,7.200592482909083,30.96
Guava,Hyderabad,Mandi,Good,Monsoon,0.7259068918876546,0.8148878596845298,15.37147317251302,70.69
Papaya,Lucknow,Retail,Average,Spring,1.39256988751595,1.2289933688764036,10.613805534512528,42.77
Pineapple,Kolkata,Mandi,Premium,Spring,0.8225529300571155,1.1018543704739914,11.573948076316666,77.73
Mango,Bangalore,Mandi,Premium,Monsoon,0.7283036712926889,1.2317560528236078,13.190138687785106,205.26
Apple,Ahmedabad,Wholesale,Premium,Winter,1.568921705843834,0.8534662844889623,13.513108704145374,81.56
Mango,Pune,Wholesale,Average,Winter,0.5852669034388163,0.920441473564782,18.167367972887867,111.87
Banana,Chennai,Mandi,Good,Winter,1.3278759606834485,0.9013787826079304,15.063958745100015,38.27
Mango,Ahmedabad,Mandi,Premium,Winter,1.2390768517129516,1.294914747286592,19.010931177964103,128.47
Orange,Delhi,Retail,Premium,Monsoon,0.9918152127017578,0.8201791408746495,23.123804918519912,106.82
Banana,Mumbai,Wholesale,Average,Monsoon,1.354016238574458,0.7442277740307748,14.017931412293795,28.64
Apple,Lucknow,Wholesale,Good,Winter,0.6595639151334999,1.4349190472383588,13.66666654642283,199.96
Mango,Kolkata,Wholesale,Average,Spring,0.5209795428097246,1.2451100564905149,22.602749428906545,162.33
Watermelon,Lucknow,Retail,Good,Spring,1.1545556397715022,0.7412068371699068,23.99322868983265,44.23
Pineapple,Ahmedabad,Mandi,Good,Winter,1.6250563063109906,1.1585415958523968,14.780426907007909,48.63
Pomegranate,Hyderabad,Retail,Good,Spring,1.3384583013872846,0.8714553565625609,15.7836917500235,121.89
Banana,Hyderabad,Retail,Good,Monsoon,1.5679417608256543,1.32866392789681,20.468684322011146,60.77
Pomegranate,Lucknow,Retail,Premium,Winter,0.8919700873674336,1.1670738538777399,6.492617664717972,303.67
Orange,Delhi,Retail,Premium,Spring,1.284510413635001,1.4438371685742366,8.136263606423073,137.02
Mango,Pune,Mandi,Premium,Monsoon,1.5195085551512955,1.4163499084002522,13.432172140009772,100.9
Papaya,Kolkata,Wholesale,Premium,Spring,1.4832883219572854,1.487759161340089,21.266069039713724,57.38
Banana,Lucknow,Mandi,Average,Winter,1.0624407000792315,0.9275514138504792,23.38205402556198,48.29
Mango,Chennai,Wholesale,Good,Monsoon,1.0808383181645818,1.4524071843996786,12.809469477059789,105.49
Watermelon,Kolkata,Mandi,Good,Summer,1.0520251425070255,0.7226668484980641,20.718709688208335,36.88
Pomegranate,Hyderabad,Retail,Average,Spring,1.9057362285198225,0.7241361544455922,5.201920196570753,75.0
Pineapple,Ahmedabad,Mandi,Good,Spring,0.9562620448166348,1.114270191522132,19.933218174294783,72.38
Orange,Kolkata,Mandi,Average,Spring,1.2915812020541795,0.9515683231790162,9.511508346540422,38.75
Apple,Chennai,Retail,Average,Winter,1.526100053322462,1.1836691797694465,24.782632126192606,103.88
Watermelon,Delhi,Retail,Average,Spring,0.9660213859093796,0.8540908451783489,13.05526303627099,38.53
Guava,Delhi,Mandi,Premium,Spring,1.2390137586402599,1.4611899773294323,14.521137804366347,102.62
Pomegranate,Jaipur,Mandi,Average,Monsoon,1.9238510933769142,1.4554916050694342,23.27216093370534,122.54
Apple,Chennai,Retail,Premium,Spring,1.3996988681641904,1.1263986255133283,16.470940440214854,156.56
Watermelon,Delhi,Wholesale,Average,Summer,0.6102054383063136,1.164295020275829,23.643373540726095,60.76
Grapes,Pune,Wholesale,Premium,Summer,0.7397798552551264,1.3326514915341625,14.369832408762544,203.99
Papaya,Bangalore,Wholesale,Average,Spring,1.6727492246382534,1.2604095917256721,6.768258447760813,27.89
Guava,Hyderabad,Retail,Premium,Monsoon,1.1342073232115297,1.3843148641870284,20.659996764363942,124.32
Grapes,Mumbai,Wholesale,Good,Spring,0.5527927254877467,0.8519308559533525,6.228790213722267,142.09
